Datetime,Close,High,Low,Open,Volume,ticker,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_5,EMA_10,EMA_20,EMA_50,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,ATR,Volume_ROC,Volume_SMA_20,Volume_SMA_ratio,Price_ROC_1,Price_ROC_5,Price_ROC_10,Price_ROC_20,CCI,%K,%D
2024-12-23 14:30:00+00:00,255.05999755859375,255.64500427246097,253.8999938964844,254.77000427246097,3809555.0,AAPL,254.37171936035156,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,255.05999755859375,255.05999755859375,255.05999755859375,255.05999755859375,255.05999755859375,40.447721031642374,0.0,0.0,0.0,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.7918016671238504,1011561.9,0.517539262797462,-0.03583476333383073,-0.5684924967150451,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 14:45:00+00:00,254.96859741210935,255.41000366210935,253.9900054931641,255.0751037597656,1868602.0,AAPL,254.37171936035156,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,255.02953084309897,255.04337935014203,255.0512927827381,255.05641323912377,255.05908810439988,40.447721031642374,-0.0072911797765300435,-0.0014582359553060088,-0.005832943821224035,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.7918016671238504,1011561.9,0.517539262797462,-0.03583476333383073,-0.5684924967150451,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 15:00:00+00:00,253.75,255.0399932861328,253.4499969482422,254.9499969482422,1818006.0,AAPL,254.37171936035156,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.60302056206598,254.808219468298,254.92736013676304,255.00518134739343,255.0460623521173,40.447721031642374,-0.11013060216541248,-0.023192709197327303,-0.08693789296808518,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.7918016671238504,1011561.9,0.517539262797462,-0.47794019517615194,-0.5684924967150451,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 15:15:00+00:00,254.07000732421875,254.4900054931641,253.67999267578125,253.72999572753903,1143045.0,AAPL,254.37171936035156,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.4253494827836,254.6739990784654,254.8457074879493,254.96850785628854,255.03635036178997,40.447721031642374,-0.16392009980120292,-0.05133818731810243,-0.1125819124831005,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.7918016671238504,1011561.9,0.517539262797462,0.126111260775863,-0.5684924967150451,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 15:30:00+00:00,254.0099945068359,254.3000030517578,253.6999969482422,254.0500030517578,771863.0,AAPL,254.37171936035156,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.28689782413437,254.55327097453275,254.7661157754623,254.93091909748648,255.02613786572078,40.447721031642374,-0.20898218053440587,-0.08286698596136312,-0.12611519457304277,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.7918016671238504,1011561.9,0.517539262797462,-0.02362058316716098,-0.5684924967150451,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 15:45:00+00:00,253.61000061035156,254.3000030517578,253.4600067138672,254.0,793143.0,AAPL,254.08171997070312,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.06126541954012,254.38176727195435,254.6560095692613,254.8791183725008,255.01204694775691,40.447721031642374,-0.2738140112496694,-0.12105639101902438,-0.15275762023064504,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.7918016671238504,1011561.9,0.517539262797462,-0.1574717157334482,-0.5684924967150451,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 16:00:00+00:00,254.49490356445312,254.63999938964844,253.55999755859375,253.6000061035156,735376.0,AAPL,253.9869812011719,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.20581146784448,254.40233750695413,254.64066614023196,254.8640511251264,255.00690124245043,40.447721031642374,-0.2508972439757713,-0.14702456161037378,-0.10387268236539751,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.606456591612339,1011561.9,0.517539262797462,0.3489227364740666,-0.18578517216008006,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 16:15:00+00:00,254.8300018310547,255.07000732421875,254.5050048828125,254.5099945068359,833058.0,AAPL,254.2029815673828,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.41387492224789,254.48009465679058,254.6586981107865,254.8627158586922,255.0051410493022,40.447721031642374,-0.20335179827469574,-0.15829000894323816,-0.045061789331457575,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.5417737895254471,1011561.9,0.517539262797462,0.1316718967288466,0.4256164851446975,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 16:30:00+00:00,254.80599975585935,254.97999572753903,254.5469970703125,254.8390960693359,510694.0,AAPL,254.35018005371094,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.54458320011838,254.53935012934852,254.67272683888868,254.86049169779682,255.00315954389484,40.447721031642374,-0.1656983889999708,-0.1597716849545847,-0.005926704045386116,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.5532161900887542,1011561.9,0.517539262797462,-0.00941885767880013,0.28968095817047956,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
2024-12-23 16:45:00+00:00,254.90499877929688,255.22999572753903,254.7599945068359,254.8300018310547,538391.0,AAPL,254.52918090820313,254.45045013427733,254.35691452026367,256.06683654785155,251.50377548217773,254.66472172651123,254.60583170206638,254.6948479760704,254.86223707354193,255.002182819869,40.447721031642374,-0.12641219594357267,-0.1530997871523823,0.02668759120880962,254.35691452026367,255.2059877217011,253.50784131882625,0.006676234479717891,0.8105817522321347,-0.30247854865435964,1011561.9,0.517539262797462,0.03885270501180482,0.35235002236766455,-0.12545756625601534,-0.41558753577194407,-20.776438893002055,34.8517921196794,29.77255241929789
