Date,Close,High,Low,Open,Volume,ticker
2025-01-01,235.74081420898438,248.8264332979057,219.13907191629315,248.65660658654738,1200291700.0,AAPL
2025-02-01,241.5743865966797,249.72542823226826,225.45211355968567,229.7374104436885,862272300.0,AAPL
2025-03-01,218.27000427246094,244.02999877929688,208.4199981689453,241.7899932861328,952981809.0,AAPL
